#queryIndex	queryItem	stringId	preferredName	annotation
235	SQOR	9606.ENSP00000260324	SQRDL	Sulfide:quinone oxidoreductase, mitochondrial; Catalyzes the oxidation of hydrogen sulfide with the help of a quinone, such as ubiquinone, giving rise to thiosulfate and ultimately to sulfane (molecular sulfur) atoms. Requires an additional electron acceptor; can use sulfite, sulfide or cyanide (in vitro)
236	ETHE1	9606.ENSP00000292147	ETHE1	Persulfide dioxygenase ETHE1, mitochondrial; Sulfur dioxygenase that plays an essential role in hydrogen sulfide catabolism in the mitochondrial matrix. Hydrogen sulfide (H(2)S) is first oxidized by SQRDL, giving rise to cysteine persulfide residues. ETHE1 consumes molecular oxygen to catalyze the oxidation of the persulfide, once it has been transferred to a thiophilic acceptor, such as glutathione (R-SSH). Plays an important role in metabolic homeostasis in mitochondria by metabolizing hydrogen sulfide and preventing the accumulation of supraphysiological H(2)S levels that have toxic [...] 
237	STX17	9606.ENSP00000259400	STX17	Syntaxin-17; SNAREs, soluble N-ethylmaleimide-sensitive factor- attachment protein receptors, are essential proteins for fusion of cellular membranes. SNAREs localized on opposing membranes assemble to form a trans-SNARE complex, an extended, parallel four alpha-helical bundle that drives membrane fusion. STX17 is a SNARE of the autophagosome involved in autophagy through the direct control of autophagosome membrane fusion with the lysosome membrane. May also play a role in the early secretory pathway where it may maintain the architecture of the endoplasmic reticulum-Golgi intermediat [...] 
238	AHCYL1	9606.ENSP00000358814	AHCYL1	S-adenosylhomocysteine hydrolase-like protein 1; Multifaceted cellular regulator which coordinates several essential cellular functions including regulation of epithelial HCO3(-) and fluid secretion, mRNA processing and DNA replication. Regulates ITPR1 sensitivity to inositol 1,4,5- trisphosphate competing for the common binding site and acting as endogenous 'pseudoligand' whose inhibitory activity can be modulated by its phosphorylation status. In the pancreatic and salivary ducts, at resting state, attenuates inositol 1,4,5- trisphosphate-induced calcium release by interacting with I [...] 
239	STYXL1	9606.ENSP00000248600	STYXL1	Serine/threonine/tyrosine-interacting-like protein 1; Probable pseudophosphatase. Contains a Ser residue instead of a conserved Cys residue in the dsPTPase catalytic loop which probably renders it catalytically inactive as a phosphatase. The binding pocket may be however sufficiently preserved to bind phosphorylated substrates, and maybe protect them from phosphatases; MAP kinase phosphatases
240	APOO	9606.ENSP00000368528	APOO	MICOS complex subunit MIC26; Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane. Plays a crucial role in crista junction formation and mitochondrial function. Can promote cardiac lipotoxicity by enhancing mitochondrial respiration and fatty acid metabolism in cardiac myoblasts. Promotes cholesterol efflux from macrophage cells. Detected in HDL, LDL and VLDL. Secreted by a microsomal triglyceride trans [...] 
241	SUCLG2	9606.ENSP00000419325	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial; GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit
242	ABHD11	9606.ENSP00000222800	ABHD11	Protein ABHD11; Abhydrolase domain containing 11; Belongs to the AB hydrolase superfamily
243	SUCLG2	9606.ENSP00000419325	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial; GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit
244	ACAA2	9606.ENSP00000285093	ACAA2	3-ketoacyl-CoA thiolase, mitochondrial; Abolishes BNIP3-mediated apoptosis and mitochondrial damage
245	SUCLG2	9606.ENSP00000419325	SUCLG2	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial; GTP-specific succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit
246	MDH2	9606.ENSP00000327070	MDH2	Malate dehydrogenase, mitochondrial; Malate dehydrogenase 2
247	SUGCT	9606.ENSP00000338475	SUGCT	Succinate--hydroxymethylglutarate CoA-transferase; Catalyzes the succinyl-CoA-dependent conversion of glutarate to glutaryl-CoA. Can use different dicarboxylic acids as CoA acceptors, the preferred ones are glutarate, succinate, adipate, and 3-hydroxymethylglutarate; Belongs to the CaiB/BaiF CoA-transferase family
248	ACAD8	9606.ENSP00000281182	ACAD8	Isobutyryl-CoA dehydrogenase, mitochondrial; Has very high activity toward isobutyryl-CoA. Is an isobutyryl-CoA dehydrogenase that functions in valine catabolism. Plays a role in transcriptional coactivation within the ARC complex; Acyl-CoA dehydrogenase family
249	SUOX	9606.ENSP00000377668	SUOX	Sulfite oxidase, mitochondrial; Sulfite oxidase
250	KMO	9606.ENSP00000355517	KMO	Kynurenine 3-monooxygenase; Catalyzes the hydroxylation of L-kynurenine (L-Kyn) to form 3-hydroxy-L-kynurenine (L-3OHKyn). Required for synthesis of quinolinic acid, a neurotoxic NMDA receptor antagonist and potential endogenous inhibitor of NMDA receptor signaling in axonal targeting, synaptogenesis and apoptosis during brain development. Quinolinic acid may also affect NMDA receptor signaling in pancreatic beta cells, osteoblasts, myocardial cells, and the gastrointestinal tract
251	TBRG4	9606.ENSP00000258770	TBRG4	Transforming growth factor beta regulator 4; Protein TBRG4; May play a role in cell cycle progression; FASTK mitochondrial RNA binding family
252	AARS2	9606.ENSP00000244571	AARS2	Alanine--tRNA ligase, mitochondrial; Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction: alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain; Belongs to the class-II aminoacyl-tRNA synthetase family
253	TIMM29	9606.ENSP00000270502	C19orf52	Mitochondrial import inner membrane translocase subunit Tim29; Component of the TIM22 complex, a complex that mediates the import and insertion of multi-pass transmembrane proteins into the mitochondrial inner membrane. The TIM22 complex forms a twin- pore translocase that uses the membrane potential as the external driving force. Required for the stability of the TIM22 complex and functions in the assembly of the TIMM22 protein into the TIM22 complex. May facilitate cooperation between TIM22 and TOM complexes by interacting with TOMM40
254	ROMO1	9606.ENSP00000363191	ROMO1	Reactive oxygen species modulator 1; Induces production of reactive oxygen species (ROS) which are necessary for cell proliferation. May play a role in inducing oxidative DNA damage and replicative senescence. May play a role in the coordination of mitochondrial morphology and cell proliferation; Belongs to the MGR2 family
255	TIMM44	9606.ENSP00000270538	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44; Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner. Recruits mitochondrial HSP70 to drive protein translocation into the matrix using ATP as an energy source; Belongs to the Tim44 family
256	OXA1L	9606.ENSP00000483491	OXA1L	Mitochondrial inner membrane protein OXA1L; Required for the insertion of integral membrane proteins into the mitochondrial inner membrane. Essential for the activity and assembly of cytochrome oxidase. Required for the correct biogenesis of ATP synthase and complex I in mitochondria; Belongs to the OXA1/ALB3/YidC family
257	IMMP1L	9606.ENSP00000278200	IMMP1L	Mitochondrial inner membrane protease subunit 1; Catalyzes the removal of transit peptides required for the targeting of proteins from the mitochondrial matrix, across the inner membrane, into the inter-membrane space. Known to process the nuclear encoded protein DIABLO
258	TIMM50	9606.ENSP00000445806	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50; Essential component of the TIM23 complex, a complex that mediates the translocation of transit peptide-containing proteins across the mitochondrial inner membrane. Has some phosphatase activity in vitro; however such activity may not be relevant in vivo. Isoform 2 may participate in the release of snRNPs and SMN from the Cajal body; Belongs to the TIM50 family
259	DNAJC15	9606.ENSP00000368523	DNAJC15	DnaJ homolog subfamily C member 15; Negative regulator of the mitochondrial respiratory chain. Prevents mitochondrial hyperpolarization state and restricts mitochondrial generation of ATP (By similarity). Acts as an import component of the TIM23 translocase complex. Stimulates the ATPase activity of HSPA9; DNAJ heat shock proteins
260	TK2	9606.ENSP00000299697	TK2	Thymidine kinase 2, mitochondrial; Phosphorylates thymidine, deoxycytidine, and deoxyuridine in the mitochondrial matrix. In non-replicating cells, where cytosolic dNTP synthesis is down-regulated, mtDNA synthesis depends solely on TK2 and DGUOK. Widely used as target of antiviral and chemotherapeutic agents; Belongs to the DCK/DGK family
261	CKMT1A	9606.ENSP00000406577	CKMT1A	Creatine kinase, mitochondrial 1a; Creatine kinase U-type, mitochondrial; Reversibly catalyzes the transfer of phosphate between ATP and various phosphogens (e.g. creatine phosphate). Creatine kinase isoenzymes play a central role in energy transduction in tissues with large, fluctuating energy demands, such as skeletal muscle, heart, brain and spermatozoa
262	TK2	9606.ENSP00000299697	TK2	Thymidine kinase 2, mitochondrial; Phosphorylates thymidine, deoxycytidine, and deoxyuridine in the mitochondrial matrix. In non-replicating cells, where cytosolic dNTP synthesis is down-regulated, mtDNA synthesis depends solely on TK2 and DGUOK. Widely used as target of antiviral and chemotherapeutic agents; Belongs to the DCK/DGK family
263	SLC25A23	9606.ENSP00000301454	SLC25A23	Calcium-binding mitochondrial carrier protein SCaMC-3; Calcium-dependent mitochondrial solute carrier. Mitochondrial solute carriers shuttle metabolites, nucleotides, and cofactors through the mitochondrial inner membrane. May act as a ATP-Mg/Pi exchanger that mediates the transport of Mg-ATP in exchange for phosphate, catalyzing the net uptake or efflux of adenine nucleotides into or from the mitochondria. Acts as a regulator of mitochondrial calcium uptake via interaction with MCU and MICU1; EF-hand domain containing
264	TMEM177	9606.ENSP00000402661	TMEM177	Transmembrane protein 177; Plays a role in the early steps of cytochrome c oxidase subunit II (MT-CO2/COX2) maturation and is required for the stabilization of COX20 and the newly synthesized MT-CO2/COX2 protein
265	ATP5F1A	9606.ENSP00000381736	ATP5A1	ATP synthase subunit alpha, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the  [...] 
266	TMEM177	9606.ENSP00000402661	TMEM177	Transmembrane protein 177; Plays a role in the early steps of cytochrome c oxidase subunit II (MT-CO2/COX2) maturation and is required for the stabilization of COX20 and the newly synthesized MT-CO2/COX2 protein
267	COX4I1	9606.ENSP00000457513	COX4I1	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial; This protein is one of the nuclear-coded polypeptide chains of cytochrome c oxidase, the terminal oxidase in mitochondrial electron transport
268	TMEM70	9606.ENSP00000312599	TMEM70	Transmembrane protein 70, mitochondrial; Involved in biogenesis of mitochondrial ATP synthase; Belongs to the TMEM70 family
269	ATP5F1A	9606.ENSP00000381736	ATP5A1	ATP synthase subunit alpha, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the  [...] 
270	TMEM70	9606.ENSP00000312599	TMEM70	Transmembrane protein 70, mitochondrial; Involved in biogenesis of mitochondrial ATP synthase; Belongs to the TMEM70 family
271	COX7A2L	9606.ENSP00000367938	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial; Involved in the regulation of oxidative phosphorylation and energy metabolism (By similarity). Necessary for the assembly of mitochondrial respiratory supercomplex (By similarity); Belongs to the cytochrome c oxidase VIIa family
272	TMEM70	9606.ENSP00000312599	TMEM70	Transmembrane protein 70, mitochondrial; Involved in biogenesis of mitochondrial ATP synthase; Belongs to the TMEM70 family
273	MT-ND1	9606.ENSP00000354687	MT-ND1	NADH-ubiquinone oxidoreductase chain 1; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity); NADH:ubiquinone oxidoreductase core subunits
274	TMEM70	9606.ENSP00000312599	TMEM70	Transmembrane protein 70, mitochondrial; Involved in biogenesis of mitochondrial ATP synthase; Belongs to the TMEM70 family
275	SDHA	9606.ENSP00000264932	SDHA	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial; Flavoprotein (FP) subunit of succinate dehydrogenase (SDH) that is involved in complex II of the mitochondrial electron transport chain and is responsible for transferring electrons from succinate to ubiquinone (coenzyme Q). Can act as a tumor suppressor; Belongs to the FAD-dependent oxidoreductase 2 family. FRD/SDH subfamily
276	TMLHE	9606.ENSP00000335261	TMLHE	Trimethyllysine dioxygenase, mitochondrial; Converts trimethyllysine (TML) into hydroxytrimethyllysine (HTML); Belongs to the gamma-BBH/TMLD family
277	CPT1A	9606.ENSP00000265641	CPT1A	Carnitine O-palmitoyltransferase 1, liver isoform; Catalyzes the transfer of the acyl group of long-chain fatty acid-CoA conjugates onto carnitine, an essential step for the mitochondrial uptake of long-chain fatty acids and their subsequent beta-oxidation in the mitochondrion. Plays an important role in triglyceride metabolism
278	TOMM70	9606.ENSP00000284320	TOMM70A	Translocase of outer mitochondrial membrane 70; Mitochondrial import receptor subunit TOM70; Receptor that accelerates the import of all mitochondrial precursor proteins
279	MTX1	9606.ENSP00000357360	MTX1	Metaxin-1; Involved in transport of proteins into the mitochondrion. Essential for embryonic development (By similarity)
280	TOP1MT	9606.ENSP00000328835	TOP1MT	DNA topoisomerase I, mitochondrial; Releases the supercoiling and torsional tension of DNA introduced during duplication of mitochondrial DNA by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand,  [...] 
281	ALKBH1	9606.ENSP00000216489	ALKBH1	Nucleic acid dioxygenase ALKBH1; Dioxygenase that acts as on nucleic acids, such as DNA and tRNA. Requires molecular oxygen, alpha-ketoglutarate and iron. A number of activities have been described for this dioxygenase, but recent results suggest that it mainly acts as on tRNAs and mediates their demethylation or oxidation depending on the context and subcellular compartment. Mainly acts as a tRNA demethylase by removing N(1)-methyladenine from various tRNAs, with a preference for N(1)-methyladenine at position 58 (m1A58) present on a stem loop structure of tRNAs. Acts as a regulator o [...] 
282	TRAP1	9606.ENSP00000246957	TRAP1	Heat shock protein 75 kDa, mitochondrial; Chaperone that expresses an ATPase activity. Involved in maintaining mitochondrial function and polarization, downstream of PINK1 and mitochondrial complex I. Is a negative regulator of mitochondrial respiration able to modulate the balance between oxidative phosphorylation and aerobic glycolysis. The impact of TRAP1 on mitochondrial respiration is probably mediated by modulation of mitochondrial SRC and inhibition of SDHA; Belongs to the heat shock protein 90 family
283	ACAD9	9606.ENSP00000312618	ACAD9	Acyl-CoA dehydrogenase family member 9, mitochondrial; Required for mitochondrial complex I assembly. Has a dehydrogenase activity on palmitoyl-CoA (C16:0) and stearoyl-CoA (C18:0). It is three times more active on palmitoyl-CoA than on stearoyl-CoA. However, it does not play a primary role in long-chain fatty acid oxidation in vivo. Has little activity on octanoyl-CoA (C8:0), butyryl-CoA (C4:0) or isovaleryl-CoA (5:0); Belongs to the acyl-CoA dehydrogenase family
284	TRIAP1	9606.ENSP00000449795	TRIAP1	TP53-regulated inhibitor of apoptosis 1; Involved in the modulation of the mitochondrial apoptotic pathway by ensuring the accumulation of cardiolipin (CL) in mitochondrial membranes. In vitro, the TRIAP1:PRELID1 complex mediates the transfer of phosphatidic acid (PA) between liposomes and probably functions as a PA transporter across the mitochondrion intermembrane space to provide PA for CL synthesis in the inner membrane. Likewise, the TRIAP1:PRELID3A complex mediates the transfer of phosphatidic acid (PA) between liposomes (in vitro) and probably functions as a PA transporter acros [...] 
285	CYP11A1	9606.ENSP00000268053	CYP11A1	Cholesterol side-chain cleavage enzyme, mitochondrial; Catalyzes the side-chain cleavage reaction of cholesterol to pregnenolone; Cytochrome P450 family 11
286	TRIAP1	9606.ENSP00000449795	TRIAP1	TP53-regulated inhibitor of apoptosis 1; Involved in the modulation of the mitochondrial apoptotic pathway by ensuring the accumulation of cardiolipin (CL) in mitochondrial membranes. In vitro, the TRIAP1:PRELID1 complex mediates the transfer of phosphatidic acid (PA) between liposomes and probably functions as a PA transporter across the mitochondrion intermembrane space to provide PA for CL synthesis in the inner membrane. Likewise, the TRIAP1:PRELID3A complex mediates the transfer of phosphatidic acid (PA) between liposomes (in vitro) and probably functions as a PA transporter acros [...] 
287	MGST3	9606.ENSP00000356864	MGST3	Microsomal glutathione S-transferase 3; Also functions as a glutathione peroxidase; Microsomal glutathione S-transferases
288	TRUB2	9606.ENSP00000361982	TRUB2	Mitochondrial mRNA pseudouridine synthase TRUB2; Minor enzyme contributing to the conversion of uridine to pseudouridine (PSI) at position 390 in mitochondrial COXI (MT- CO1) mRNA and at position 697-699 in mitochondrial COXIII (MT-CO3) mRNA, modulating the efficiency of mitochondrial protein synthesis without changes in transcript abundance or stability
289	ANGEL2	9606.ENSP00000355929	ANGEL2	Protein angel homolog 2; Angel homolog 2
290	TRUB2	9606.ENSP00000361982	TRUB2	Mitochondrial mRNA pseudouridine synthase TRUB2; Minor enzyme contributing to the conversion of uridine to pseudouridine (PSI) at position 390 in mitochondrial COXI (MT- CO1) mRNA and at position 697-699 in mitochondrial COXIII (MT-CO3) mRNA, modulating the efficiency of mitochondrial protein synthesis without changes in transcript abundance or stability
291	ELAC2	9606.ENSP00000337445	ELAC2	Zinc phosphodiesterase ELAC protein 2; Zinc phosphodiesterase, which displays mitochondrial tRNA 3'-processing endonuclease activity. Involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA
292	TSPO	9606.ENSP00000379563	TSPO	Translocator protein; Can bind protoporphyrin IX and may play a role in the transport of porphyrins and heme (By similarity). Promotes the transport of cholesterol across mitochondrial membranes and may play a role in lipid metabolism, but its precise physiological role is controversial. It is apparently not required for steroid hormone biosynthesis. Was initially identified as peripheral-type benzodiazepine receptor; can also bind isoquinoline carboxamides; Belongs to the TspO/BZRP family
293	FDPS	9606.ENSP00000349078	FDPS	Farnesyl pyrophosphate synthase; Key enzyme in isoprenoid biosynthesis which catalyzes the formation of farnesyl diphosphate (FPP), a precursor for several classes of essential metabolites including sterols, dolichols, carotenoids, and ubiquinones. FPP also serves as substrate for protein farnesylation and geranylgeranylation. Catalyzes the sequential condensation of isopentenyl pyrophosphate with the allylic pyrophosphates, dimethylallyl pyrophosphate, and then with the resultant geranylpyrophosphate to the ultimate product farnesyl pyrophosphate
294	TST	9606.ENSP00000385828	TST	Thiosulfate/3-mercaptopyruvate sulfurtransferase; Thiosulfate sulfurtransferase; Formation of iron-sulfur complexes, cyanide detoxification or modification of sulfur-containing enzymes. Other thiol compounds, besides cyanide, can act as sulfur ion acceptors. Also has weak mercaptopyruvate sulfurtransferase (MST) activity (By similarity). Together with MRPL18, acts as a mitochondrial import factor for the cytosolic 5S rRNA. Only the nascent unfolded cytoplasmic form is able to bind to the 5S rRNA
295	AIFM2	9606.ENSP00000478931	AIFM2	Apoptosis-inducing factor 2; Oxidoreductase, which may play a role in mediating a p53/TP53-dependent apoptosis response. Probable oxidoreductase that acts as a caspase-independent mitochondrial effector of apoptotic cell death. Binds to DNA in a sequence-independent manner. May contribute to genotoxin-induced growth arrest; Belongs to the FAD-dependent oxidoreductase family
296	TSTD1	9606.ENSP00000388293	TSTD1	Thiosulfate sulfurtransferase like domain containing 1; Thiosulfate:glutathione sulfurtransferase; Thiosulfate:glutathione sulfurtransferase (TST) required to produce glutathione persulfide (GSS(-)), a central intermediate in hydrogen sulfide metabolism. Provides the link between the first step in mammalian H(2)S metabolism performed by the sulfide:quinone oxidoreductase (SQOR) which catalyzes the conversion of H(2)S to thiosulfate, and the sulfur dioxygenase (SDO) which uses GSS(-) as substrate. The thermodynamic coupling of the irreversible SDO and reversible TST reactions provides a [...] 
297	TSTD1	9606.ENSP00000388293	TSTD1	Thiosulfate sulfurtransferase like domain containing 1; Thiosulfate:glutathione sulfurtransferase; Thiosulfate:glutathione sulfurtransferase (TST) required to produce glutathione persulfide (GSS(-)), a central intermediate in hydrogen sulfide metabolism. Provides the link between the first step in mammalian H(2)S metabolism performed by the sulfide:quinone oxidoreductase (SQOR) which catalyzes the conversion of H(2)S to thiosulfate, and the sulfur dioxygenase (SDO) which uses GSS(-) as substrate. The thermodynamic coupling of the irreversible SDO and reversible TST reactions provides a [...] 
298	ABCA9	9606.ENSP00000342216	ABCA9	ATP-binding cassette sub-family A member 9; May play a role in monocyte differentiation and lipid homeostasis; Belongs to the ABC transporter superfamily. ABCA family
299	TUFM	9606.ENSP00000322439	TUFM	Elongation factor Tu, mitochondrial; This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-Tu/EF-1A subfamily
300	AARS2	9606.ENSP00000244571	AARS2	Alanine--tRNA ligase, mitochondrial; Catalyzes the attachment of alanine to tRNA(Ala) in a two-step reaction: alanine is first activated by ATP to form Ala- AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged tRNA(Ala) via its editing domain; Belongs to the class-II aminoacyl-tRNA synthetase family
301	TWNK	9606.ENSP00000309595	C10orf2	Twinkle protein, mitochondrial; Involved in mitochondrial DNA (mtDNA) metabolism. Could function as an adenine nucleotide-dependent DNA helicase. Function inferred to be critical for lifetime maintenance of mtDNA integrity. In vitro, forms in combination with POLG, a processive replication machinery, which can use double-stranded DNA (dsDNA) as template to synthesize single-stranded DNA (ssDNA) molecules. May be a key regulator of mtDNA copy number in mammals
302	APEX1	9606.ENSP00000216714	APEX1	DNA-(apurinic or apyrimidinic site) lyase; Multifunctional protein that plays a central role in the cellular response to oxidative stress. The two major activities of APEX1 in DNA repair and redox regulation of transcriptional factors. Functions as a apurinic/apyrimidinic (AP) endodeoxyribonuclease in the DNA base excision repair (BER) pathway of DNA lesions induced by oxidative and alkylating agents. Initiates repair of AP sites in DNA by catalyzing hydrolytic incision of the phosphodiester backbone immediately adjacent to the damage, generating a single-strand break with 5'-deoxyribo [...] 
303	TWNK	9606.ENSP00000309595	C10orf2	Twinkle protein, mitochondrial; Involved in mitochondrial DNA (mtDNA) metabolism. Could function as an adenine nucleotide-dependent DNA helicase. Function inferred to be critical for lifetime maintenance of mtDNA integrity. In vitro, forms in combination with POLG, a processive replication machinery, which can use double-stranded DNA (dsDNA) as template to synthesize single-stranded DNA (ssDNA) molecules. May be a key regulator of mtDNA copy number in mammals
304	ATAD3A	9606.ENSP00000368030	ATAD3A	ATPase family AAA domain-containing protein 3A; Essential for mitochondrial network organization, mitochondrial metabolism and cell growth at organism and cellular level. May play an important role in mitochondrial protein synthesis. May also participate in mitochondrial DNA replication. May bind to mitochondrial DNA D-loops and contribute to nucleoid stability. Required for enhanced channeling of cholesterol for hormone-dependent steroidogenesis; Belongs to the AAA ATPase family
305	TXN2	9606.ENSP00000216185	TXN2	Thioredoxin, mitochondrial; Important for the control of mitochondrial reactive oxygen species homeostasis, apoptosis regulation and cell viability. Possesses a dithiol-reducing activity; Belongs to the thioredoxin family
306	ALDH7A1	9606.ENSP00000387123	ALDH7A1	Alpha-aminoadipic semialdehyde dehydrogenase; Multifunctional enzyme mediating important protective effects. Metabolizes betaine aldehyde to betaine, an important cellular osmolyte and methyl donor. Protects cells from oxidative stress by metabolizing a number of lipid peroxidation-derived aldehydes. Involved in lysine catabolism
307	TXN2	9606.ENSP00000216185	TXN2	Thioredoxin, mitochondrial; Important for the control of mitochondrial reactive oxygen species homeostasis, apoptosis regulation and cell viability. Possesses a dithiol-reducing activity; Belongs to the thioredoxin family
308	CYP24A1	9606.ENSP00000216862	CYP24A1	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial; Has a role in maintaining calcium homeostasis. Catalyzes the NADPH-dependent 24-hydroxylation of calcidiol (25- hydroxyvitamin D(3)) and calcitriol (1-alpha,25-dihydroxyvitamin D(3)). The enzyme can perform up to 6 rounds of hydroxylation of calcitriol leading to calcitroic acid. It also shows 23- hydroxylating activity leading to 1-alpha,25-dihydroxyvitamin D(3)-26,23-lactone as end product; Cytochrome P450 family 24
309	TXNRD2	9606.ENSP00000383365	TXNRD2	Thioredoxin reductase 2, mitochondrial; Maintains thioredoxin in a reduced state. Implicated in the defenses against oxidative stress. May play a role in redox- regulated cell signaling; Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family
310	ABHD10	9606.ENSP00000273359	ABHD10	Mycophenolic acid acyl-glucuronide esterase, mitochondrial; Catalyzes the deglucuronidation of mycophenolic acid acyl-glucuronide, a metabolite of the immunosuppressant drug mycophenolate; Belongs to the AB hydrolase superfamily
311	TXNRD2	9606.ENSP00000383365	TXNRD2	Thioredoxin reductase 2, mitochondrial; Maintains thioredoxin in a reduced state. Implicated in the defenses against oxidative stress. May play a role in redox- regulated cell signaling; Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family
312	CHDH	9606.ENSP00000319851	CHDH	Choline dehydrogenase, mitochondrial; Choline dehydrogenase
313	TXNRD2	9606.ENSP00000383365	TXNRD2	Thioredoxin reductase 2, mitochondrial; Maintains thioredoxin in a reduced state. Implicated in the defenses against oxidative stress. May play a role in redox- regulated cell signaling; Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family
314	CYB5B	9606.ENSP00000308430	CYB5B	Cytochrome b5 type B; Cytochrome b5 is a membrane bound hemoprotein which function as an electron carrier for several membrane bound oxygenases
315	UCP3	9606.ENSP00000323740	UCP3	Mitochondrial uncoupling protein 3; UCP are mitochondrial transporter proteins that create proton leaks across the inner mitochondrial membrane, thus uncoupling oxidative phosphorylation. As a result, energy is dissipated in the form of heat. May play a role in the modulation of tissue respiratory control. Participates in thermogenesis and energy balance; Belongs to the mitochondrial carrier (TC 2.A.29) family
316	ABCA9	9606.ENSP00000342216	ABCA9	ATP-binding cassette sub-family A member 9; May play a role in monocyte differentiation and lipid homeostasis; Belongs to the ABC transporter superfamily. ABCA family
317	UNG	9606.ENSP00000242576	UNG	Uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine; Belongs to the uracil-DNA glycosylase (UDG) superfamily. UNG family
318	DNA2	9606.ENSP00000351185	DNA2	DNA replication ATP-dependent helicase/nuclease DNA2; Key enzyme involved in DNA replication and DNA repair in nucleus and mitochondrion. Involved in Okazaki fragments processing by cleaving long flaps that escape FEN1: flaps that are longer than 27 nucleotides are coated by replication protein A complex (RPA), leading to recruit DNA2 which cleaves the flap until it is too short to bind RPA and becomes a substrate for FEN1. Also involved in 5'-end resection of DNA during double- strand break (DSB) repair: recruited by BLM and mediates the cleavage of 5'-ssDNA, while the 3'-ssDNA cleava [...] 
