#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MMAA	MT-CO2	9606.ENSP00000281317	9606.ENSP00000354876	0	0	0	0	0	0	0	0.175	0.175
MMAA	GLUD2	9606.ENSP00000281317	9606.ENSP00000327589	0.188	0	0	0	0	0	0	0	0.188
MMAA	ADCY10	9606.ENSP00000281317	9606.ENSP00000356825	0	0	0	0	0	0	0	0.200	0.200
MMAA	IRG1	9606.ENSP00000281317	9606.ENSP00000366682	0.207	0	0	0	0	0	0	0	0.207
MMAA	SUCLG2	9606.ENSP00000281317	9606.ENSP00000419325	0.071	0	0	0	0.049	0	0	0.193	0.224
MMAA	YBEY	9606.ENSP00000281317	9606.ENSP00000329614	0.285	0	0	0	0	0	0	0	0.284
MMAA	ACACA	9606.ENSP00000281317	9606.ENSP00000483300	0.179	0	0	0	0	0	0	0.168	0.287
MMAA	PCCA	9606.ENSP00000281317	9606.ENSP00000365462	0.219	0	0	0	0	0	0	0.684	0.742
MMAA	PCCB	9606.ENSP00000281317	9606.ENSP00000419027	0.219	0	0.231	0	0.062	0	0	0.743	0.835
MRPL12	TXN2	9606.ENSP00000333837	9606.ENSP00000216185	0	0	0	0	0.288	0	0	0.107	0.337
MRPL12	ACO2	9606.ENSP00000333837	9606.ENSP00000216254	0	0	0	0	0.140	0	0	0.199	0.281
MRPL12	APEX1	9606.ENSP00000333837	9606.ENSP00000216714	0	0	0	0	0.185	0	0	0.087	0.224
MRPL12	SLC25A3	9606.ENSP00000333837	9606.ENSP00000228318	0	0	0	0	0.258	0	0	0.193	0.375
MRPL12	GOT2	9606.ENSP00000333837	9606.ENSP00000245206	0	0	0	0	0.136	0	0	0.072	0.163
MRPL12	TRAP1	9606.ENSP00000333837	9606.ENSP00000246957	0	0	0	0	0.199	0.128	0	0.549	0.658
MRPL12	C12orf65	9606.ENSP00000333837	9606.ENSP00000253233	0	0	0	0	0.074	0.076	0	0.557	0.588
MRPL12	PTCD3	9606.ENSP00000333837	9606.ENSP00000254630	0	0	0	0	0.066	0.800	0	0.506	0.899
MRPL12	TBRG4	9606.ENSP00000333837	9606.ENSP00000258770	0	0	0	0	0.185	0.181	0	0.057	0.315
MRPL12	SDHA	9606.ENSP00000333837	9606.ENSP00000264932	0.045	0	0	0	0.065	0	0	0.250	0.272
MRPL12	VDAC1	9606.ENSP00000333837	9606.ENSP00000265333	0	0	0	0	0.117	0.044	0	0.172	0.240
MRPL12	BCKDHA	9606.ENSP00000333837	9606.ENSP00000269980	0	0	0	0	0.083	0	0	0.196	0.232
MRPL12	TIMM44	9606.ENSP00000333837	9606.ENSP00000270538	0	0	0	0	0.215	0	0	0.284	0.414
MRPL12	IMMP1L	9606.ENSP00000333837	9606.ENSP00000278200	0	0	0	0	0.088	0	0	0.112	0.155
MRPL12	DLAT	9606.ENSP00000333837	9606.ENSP00000280346	0	0	0	0	0.524	0	0	0.101	0.554
MRPL12	OXSM	9606.ENSP00000333837	9606.ENSP00000280701	0	0	0	0	0.086	0	0	0.121	0.162
MRPL12	TOMM70A	9606.ENSP00000333837	9606.ENSP00000284320	0	0	0	0	0.112	0	0	0.123	0.188
MRPL12	PDF	9606.ENSP00000333837	9606.ENSP00000288022	0	0	0	0	0.194	0	0	0.229	0.352
MRPL12	SLC25A23	9606.ENSP00000333837	9606.ENSP00000301454	0	0	0	0	0	0	0	0.181	0.181
MRPL12	LETM1	9606.ENSP00000333837	9606.ENSP00000305653	0	0	0	0	0.065	0	0	0.202	0.221
MRPL12	UQCRFS1	9606.ENSP00000333837	9606.ENSP00000306397	0	0	0	0	0.370	0	0	0.214	0.484
MRPL12	CYCS	9606.ENSP00000333837	9606.ENSP00000307786	0	0	0	0	0.221	0	0	0.134	0.297
MRPL12	PDE12	9606.ENSP00000333837	9606.ENSP00000309142	0	0	0	0	0.069	0	0	0.289	0.310
MRPL12	C10orf2	9606.ENSP00000333837	9606.ENSP00000309595	0	0	0	0	0.063	0	0	0.160	0.179
MRPL12	TMEM70	9606.ENSP00000333837	9606.ENSP00000312599	0	0	0	0	0.130	0.101	0	0	0.184
MRPL12	ACAD9	9606.ENSP00000333837	9606.ENSP00000312618	0.049	0	0	0	0.085	0.117	0	0.059	0.181
MRPL12	CYC1	9606.ENSP00000333837	9606.ENSP00000317159	0	0	0	0	0.640	0	0	0.198	0.699
MRPL12	GCSH	9606.ENSP00000333837	9606.ENSP00000319531	0	0	0	0	0.180	0	0	0	0.180
MRPL12	YARS2	9606.ENSP00000333837	9606.ENSP00000320658	0	0	0	0	0.232	0.130	0	0.101	0.346
MRPL12	TUFM	9606.ENSP00000333837	9606.ENSP00000322439	0.219	0	0	0	0.695	0.200	0	0.597	0.913
MRPL12	SLC25A20	9606.ENSP00000333837	9606.ENSP00000326305	0	0	0	0	0.169	0	0	0	0.169
MRPL12	HCCS	9606.ENSP00000333837	9606.ENSP00000326579	0	0	0	0	0.241	0	0	0.048	0.246
MRPL12	MDH2	9606.ENSP00000333837	9606.ENSP00000327070	0	0	0	0	0.174	0.102	0	0.112	0.285
MRPL12	YBEY	9606.ENSP00000333837	9606.ENSP00000329614	0	0	0	0	0.063	0	0	0.189	0.207
MRPL12	DDX28	9606.ENSP00000333837	9606.ENSP00000332340	0	0	0	0	0.151	0.132	0	0.267	0.414
MRPL12	SHMT2	9606.ENSP00000333837	9606.ENSP00000333667	0	0	0	0	0.218	0	0	0.188	0.338
MRPL12	MTX1	9606.ENSP00000333837	9606.ENSP00000357360	0	0	0	0	0.151	0	0	0	0.151
MRPL12	SLC25A19	9606.ENSP00000333837	9606.ENSP00000385312	0	0	0	0	0.063	0	0	0.136	0.155
MRPL12	SAMM50	9606.ENSP00000333837	9606.ENSP00000345445	0	0	0	0	0.119	0	0	0.083	0.158
MRPL12	AHCYL1	9606.ENSP00000333837	9606.ENSP00000358814	0	0	0	0	0.123	0	0	0.087	0.165
MRPL12	MT-ND4L	9606.ENSP00000333837	9606.ENSP00000354728	0	0	0	0	0	0	0	0.165	0.165
MRPL12	SLC25A45	9606.ENSP00000333837	9606.ENSP00000381782	0	0	0	0	0.169	0	0	0	0.169
MRPL12	MT-ND5	9606.ENSP00000333837	9606.ENSP00000354813	0	0	0	0	0	0	0	0.170	0.170
MRPL12	SDHAF1	9606.ENSP00000333837	9606.ENSP00000368165	0	0	0	0	0.111	0	0	0.107	0.172
MRPL12	MT-ND4	9606.ENSP00000333837	9606.ENSP00000354961	0	0	0	0	0	0	0	0.173	0.173
MRPL12	MT-ND1	9606.ENSP00000333837	9606.ENSP00000354687	0	0	0	0	0.044	0	0	0.190	0.193
MRPL12	ENDOG	9606.ENSP00000333837	9606.ENSP00000361725	0	0	0	0	0.192	0	0	0.046	0.197
MRPL12	BCS1L	9606.ENSP00000333837	9606.ENSP00000413908	0	0	0	0	0.120	0	0	0.127	0.199
MRPL12	UQCRQ	9606.ENSP00000333837	9606.ENSP00000367939	0	0	0	0	0.203	0	0	0	0.203
MRPL12	MT-ATP8	9606.ENSP00000333837	9606.ENSP00000355265	0	0	0	0	0	0	0	0.207	0.207
MRPL12	SLC25A46	9606.ENSP00000333837	9606.ENSP00000348211	0	0	0	0	0	0	0	0.208	0.208
MRPL12	TIMM50	9606.ENSP00000333837	9606.ENSP00000445806	0	0	0	0	0.203	0	0	0.051	0.211
MRPL12	MT-ND3	9606.ENSP00000333837	9606.ENSP00000355206	0	0	0	0	0	0	0	0.217	0.217
MRPL12	COX4I1	9606.ENSP00000333837	9606.ENSP00000457513	0	0	0	0	0.116	0	0	0.171	0.236
MRPL12	ATPAF1	9606.ENSP00000333837	9606.ENSP00000460964	0	0	0	0	0.224	0	0	0.060	0.240
MRPL12	COASY	9606.ENSP00000333837	9606.ENSP00000464814	0	0	0	0	0.165	0	0	0.146	0.257
MRPL12	ALDH18A1	9606.ENSP00000333837	9606.ENSP00000360268	0.113	0	0	0	0.076	0	0	0.191	0.279
MRPL12	MT-ND6	9606.ENSP00000333837	9606.ENSP00000354665	0	0	0	0	0	0	0	0.285	0.284
MRPL12	MT-CYB	9606.ENSP00000333837	9606.ENSP00000354554	0	0	0	0	0	0	0	0.293	0.293
MRPL12	TRUB2	9606.ENSP00000333837	9606.ENSP00000361982	0.069	0	0	0	0.142	0.133	0	0.156	0.338
MRPL12	SUCLG2	9606.ENSP00000333837	9606.ENSP00000419325	0	0	0	0	0.083	0.271	0	0.101	0.346
MRPL12	ATP5A1	9606.ENSP00000333837	9606.ENSP00000381736	0	0	0	0	0.128	0	0	0.288	0.352
MRPL12	MT-ND2	9606.ENSP00000333837	9606.ENSP00000355046	0	0	0	0	0.068	0	0	0.343	0.361
MRPL12	MT-CO1	9606.ENSP00000333837	9606.ENSP00000354499	0	0	0	0	0.081	0	0	0.348	0.375
MRPL12	MT-CO2	9606.ENSP00000333837	9606.ENSP00000354876	0	0	0	0	0.065	0	0	0.370	0.386
MRPL12	MT-CO3	9606.ENSP00000333837	9606.ENSP00000354982	0	0	0	0	0.066	0	0	0.407	0.423
MRPL12	TOMM20	9606.ENSP00000333837	9606.ENSP00000355566	0	0	0	0	0.218	0	0	0.328	0.453
MRPL12	ELAC2	9606.ENSP00000333837	9606.ENSP00000337445	0	0	0	0	0.158	0	0	0.379	0.454
MRPL12	TSTD1	9606.ENSP00000333837	9606.ENSP00000388293	0	0	0	0	0.062	0	0	0.481	0.492
MRPL12	MT-ATP6	9606.ENSP00000333837	9606.ENSP00000354632	0	0	0	0	0.065	0	0	0.571	0.582
MRPL12	ATAD3A	9606.ENSP00000333837	9606.ENSP00000368030	0	0	0	0	0.234	0.270	0	0.406	0.639
MRPL12	AK2	9606.ENSP00000333837	9606.ENSP00000346921	0.075	0	0	0	0.507	0.271	0	0.138	0.675
MRPL12	MTCH1	9606.ENSP00000333837	9606.ENSP00000362730	0	0	0	0	0.065	0.703	0	0.062	0.716
MRPL12	AURKAIP1	9606.ENSP00000333837	9606.ENSP00000342676	0	0	0	0	0.218	0.813	0	0.081	0.854
MRPL12	OXA1L	9606.ENSP00000333837	9606.ENSP00000483491	0	0	0	0	0.262	0	0.800	0.299	0.887
MT-ATP6	ACO2	9606.ENSP00000354632	9606.ENSP00000216254	0	0	0	0	0.113	0	0	0.317	0.368
MT-ATP6	PPIF	9606.ENSP00000354632	9606.ENSP00000225174	0	0	0	0	0	0	0	0.307	0.307
MT-ATP6	SLC25A11	9606.ENSP00000354632	9606.ENSP00000225665	0	0	0	0	0.171	0	0	0	0.171
MT-ATP6	SLC25A3	9606.ENSP00000354632	9606.ENSP00000228318	0	0	0	0	0.145	0	0	0.156	0.247
MT-ATP6	UNG	9606.ENSP00000354632	9606.ENSP00000242576	0.060	0	0	0	0	0	0	0.149	0.166
MT-ATP6	MCEE	9606.ENSP00000354632	9606.ENSP00000244217	0	0	0	0	0.072	0	0	0.175	0.201
MT-ATP6	AARS2	9606.ENSP00000354632	9606.ENSP00000244571	0	0	0	0	0.072	0	0	0.143	0.171
MT-ATP6	TRAP1	9606.ENSP00000354632	9606.ENSP00000246957	0	0	0	0	0	0	0	0.184	0.184
MT-ATP6	GFER	9606.ENSP00000354632	9606.ENSP00000248114	0	0	0	0	0	0	0	0.192	0.192
MT-ATP6	C12orf65	9606.ENSP00000354632	9606.ENSP00000253233	0.185	0	0	0	0	0	0	0.280	0.388
MT-ATP6	ABCB7	9606.ENSP00000354632	9606.ENSP00000253577	0	0	0	0	0.105	0	0	0.172	0.227
MT-ATP6	PTCD3	9606.ENSP00000354632	9606.ENSP00000254630	0	0	0	0	0	0	0	0.364	0.364
MT-ATP6	SDHA	9606.ENSP00000354632	9606.ENSP00000264932	0	0	0	0	0.128	0	0	0.655	0.687
MT-ATP6	VDAC1	9606.ENSP00000354632	9606.ENSP00000265333	0	0	0	0	0.057	0	0	0.488	0.496
MT-ATP6	TIMM44	9606.ENSP00000354632	9606.ENSP00000270538	0	0	0	0	0	0	0	0.413	0.413
MT-ATP6	IMMP1L	9606.ENSP00000354632	9606.ENSP00000278200	0.087	0	0	0	0.062	0	0	0.178	0.234
MT-ATP6	DLAT	9606.ENSP00000354632	9606.ENSP00000280346	0	0	0	0	0.087	0	0	0.169	0.210
MT-ATP6	OXSM	9606.ENSP00000354632	9606.ENSP00000280701	0	0	0	0	0.235	0	0	0.063	0.252
MT-ATP6	NUBPL	9606.ENSP00000354632	9606.ENSP00000281081	0	0	0	0	0	0	0	0.158	0.158
MT-ATP6	TOMM70A	9606.ENSP00000354632	9606.ENSP00000284320	0	0	0	0	0.073	0	0	0.262	0.287
MT-ATP6	AIFM1	9606.ENSP00000354632	9606.ENSP00000287295	0.043	0	0	0	0	0	0	0.318	0.319
MT-ATP6	FLAD1	9606.ENSP00000354632	9606.ENSP00000292180	0	0	0	0	0.072	0	0	0.130	0.158
MT-ATP6	TK2	9606.ENSP00000354632	9606.ENSP00000299697	0	0	0	0	0	0	0	0.231	0.231
MT-ATP6	LETM1	9606.ENSP00000354632	9606.ENSP00000305653	0	0	0	0	0	0	0	0.469	0.469
MT-ATP6	UQCRFS1	9606.ENSP00000354632	9606.ENSP00000306397	0	0	0	0	0.180	0	0	0.287	0.391
MT-ATP6	CHCHD7	9606.ENSP00000354632	9606.ENSP00000306425	0	0	0	0	0	0	0	0.183	0.183
MT-ATP6	CYCS	9606.ENSP00000354632	9606.ENSP00000307786	0	0	0	0	0.049	0	0	0.548	0.552
MT-ATP6	CYB5B	9606.ENSP00000354632	9606.ENSP00000308430	0	0	0	0	0.109	0	0	0.163	0.222
MT-ATP6	GPD2	9606.ENSP00000354632	9606.ENSP00000308610	0	0	0	0	0	0	0	0.275	0.275
MT-ATP6	PDE12	9606.ENSP00000354632	9606.ENSP00000309142	0	0	0	0	0	0	0	0.316	0.316
MT-ATP6	LIPT2	9606.ENSP00000354632	9606.ENSP00000309463	0.111	0	0	0	0	0	0	0.091	0.157
MT-ATP6	C10orf2	9606.ENSP00000354632	9606.ENSP00000309595	0	0	0	0	0	0	0	0.403	0.403
MT-ATP6	TMEM70	9606.ENSP00000354632	9606.ENSP00000312599	0	0	0	0	0.047	0	0	0.609	0.611
MT-ATP6	ACAD9	9606.ENSP00000354632	9606.ENSP00000312618	0	0	0	0	0.061	0.385	0	0.260	0.535
MT-ATP6	METAP1D	9606.ENSP00000354632	9606.ENSP00000315152	0.080	0	0	0	0.062	0	0	0.307	0.349
MT-ATP6	CYC1	9606.ENSP00000354632	9606.ENSP00000317159	0	0	0	0	0.130	0	0	0.408	0.464
MT-ATP6	YME1L1	9606.ENSP00000354632	9606.ENSP00000318480	0	0	0	0	0	0.073	0	0.430	0.449
MT-ATP6	YARS2	9606.ENSP00000354632	9606.ENSP00000320658	0	0	0	0	0.076	0	0	0.359	0.383
MT-ATP6	TUFM	9606.ENSP00000354632	9606.ENSP00000322439	0.070	0	0	0	0.064	0	0	0.474	0.502
MT-ATP6	MDH2	9606.ENSP00000354632	9606.ENSP00000327070	0	0	0	0	0.062	0	0	0.184	0.202
MT-ATP6	TOP1MT	9606.ENSP00000354632	9606.ENSP00000328835	0	0	0	0	0	0	0	0.175	0.175
MT-ATP6	DDX28	9606.ENSP00000354632	9606.ENSP00000332340	0	0	0	0	0.062	0	0	0.163	0.181
MT-ATP6	SHMT2	9606.ENSP00000354632	9606.ENSP00000333667	0.219	0	0	0	0.063	0	0	0.265	0.415
MT-ATP6	MRPL12	9606.ENSP00000354632	9606.ENSP00000333837	0	0	0	0	0.065	0	0	0.571	0.582
MT-ATP6	ELAC2	9606.ENSP00000354632	9606.ENSP00000337445	0.043	0	0	0	0	0	0	0.408	0.410
MT-ATP6	PYCR2	9606.ENSP00000354632	9606.ENSP00000342502	0.151	0	0	0	0	0	0	0.048	0.157
MT-ATP6	AURKAIP1	9606.ENSP00000354632	9606.ENSP00000342676	0	0	0	0	0	0	0	0.247	0.247
MT-ATP6	SAMM50	9606.ENSP00000354632	9606.ENSP00000345445	0	0	0	0	0.110	0	0	0.206	0.263
MT-ATP6	AK2	9606.ENSP00000354632	9606.ENSP00000346921	0.070	0	0	0	0.128	0	0	0.101	0.208
MT-ATP6	AGK	9606.ENSP00000354632	9606.ENSP00000347581	0.070	0	0	0	0.144	0	0	0.092	0.214
MT-ATP6	MT-CO1	9606.ENSP00000354632	9606.ENSP00000354499	0	0	0	0	0.931	0.105	0	0.951	0.996
MT-ATP6	MT-CYB	9606.ENSP00000354632	9606.ENSP00000354554	0	0	0	0	0.966	0.060	0	0.967	0.998
MT-ATP6	MGME1	9606.ENSP00000354632	9606.ENSP00000366939	0	0	0	0	0	0	0	0.159	0.159
MT-ATP6	GPX1	9606.ENSP00000354632	9606.ENSP00000407375	0	0	0	0	0	0	0	0.159	0.159
MT-ATP6	LACE1	9606.ENSP00000354632	9606.ENSP00000357973	0	0	0	0	0.062	0	0	0.143	0.161
MT-ATP6	TXNRD2	9606.ENSP00000354632	9606.ENSP00000383365	0	0	0	0	0.063	0	0	0.149	0.169
MT-ATP6	ENDOG	9606.ENSP00000354632	9606.ENSP00000361725	0	0	0	0	0	0	0	0.176	0.176
MT-ATP6	PDSS2	9606.ENSP00000354632	9606.ENSP00000358033	0	0	0	0	0	0	0	0.177	0.177
MT-ATP6	SUCLG2	9606.ENSP00000354632	9606.ENSP00000419325	0	0	0	0	0.079	0	0	0.143	0.177
MT-ATP6	SDHAF1	9606.ENSP00000354632	9606.ENSP00000368165	0	0	0	0	0	0	0	0.219	0.219
MT-ATP6	SLC25A6	9606.ENSP00000354632	9606.ENSP00000370808	0	0	0	0	0	0.126	0	0.146	0.222
MT-ATP6	PCCB	9606.ENSP00000354632	9606.ENSP00000419027	0	0	0	0	0.084	0	0	0.208	0.243
MT-ATP6	MCU	9606.ENSP00000354632	9606.ENSP00000362144	0	0	0	0	0.082	0	0	0.213	0.246
MT-ATP6	DNAJC15	9606.ENSP00000354632	9606.ENSP00000368523	0	0	0	0	0	0	0	0.248	0.248
MT-ATP6	OPA1	9606.ENSP00000354632	9606.ENSP00000354681	0	0	0	0	0.057	0	0	0.259	0.271
MT-ATP6	TOMM20	9606.ENSP00000354632	9606.ENSP00000355566	0	0	0	0	0.064	0	0	0.309	0.326
MT-ATP6	YRDC	9606.ENSP00000354632	9606.ENSP00000362135	0.295	0	0	0	0.052	0	0	0.076	0.329
MT-ATP6	UQCRQ	9606.ENSP00000354632	9606.ENSP00000367939	0	0	0	0	0.183	0	0	0.233	0.346
MT-ATP6	VDAC3	9606.ENSP00000354632	9606.ENSP00000428845	0	0	0	0	0.075	0	0	0.378	0.400
MT-ATP6	SDHD	9606.ENSP00000354632	9606.ENSP00000364699	0	0	0	0	0.124	0	0	0.409	0.460
MT-ATP6	TIMM50	9606.ENSP00000354632	9606.ENSP00000445806	0	0	0	0	0	0	0	0.493	0.493
MT-ATP6	COX4I1	9606.ENSP00000354632	9606.ENSP00000457513	0	0	0	0	0.110	0	0	0.496	0.532
MT-ATP6	BCS1L	9606.ENSP00000354632	9606.ENSP00000413908	0	0	0	0	0.072	0.115	0	0.519	0.571
MT-ATP6	ATPAF1	9606.ENSP00000354632	9606.ENSP00000460964	0	0	0	0	0	0	0	0.641	0.641
MT-ATP6	OXA1L	9606.ENSP00000354632	9606.ENSP00000483491	0.219	0	0	0	0.107	0.235	0	0.908	0.944
MT-ATP6	MT-ND6	9606.ENSP00000354632	9606.ENSP00000354665	0	0	0	0	0.686	0	0	0.970	0.990
MT-ATP6	MT-ND5	9606.ENSP00000354632	9606.ENSP00000354813	0.178	0	0	0	0.827	0	0	0.943	0.991
MT-ATP6	MT-ND4L	9606.ENSP00000354632	9606.ENSP00000354728	0	0	0	0	0.795	0	0	0.968	0.993
MT-ATP6	MT-ND3	9606.ENSP00000354632	9606.ENSP00000355206	0.268	0	0	0	0.824	0	0	0.967	0.995
MT-ATP6	MT-ND2	9606.ENSP00000354632	9606.ENSP00000355046	0.178	0	0	0	0.887	0	0	0.967	0.996
MT-ATP6	MT-CO3	9606.ENSP00000354632	9606.ENSP00000354982	0	0	0.218	0	0.968	0.181	0	0.951	0.998
MT-ATP6	MT-CO2	9606.ENSP00000354632	9606.ENSP00000354876	0	0	0.207	0	0.967	0	0	0.945	0.998
MT-ATP6	MT-ATP8	9606.ENSP00000354632	9606.ENSP00000355265	0	0	0	0	0.500	0.788	0.900	0.979	0.999
MT-ATP6	ATP5A1	9606.ENSP00000354632	9606.ENSP00000381736	0.295	0	0	0	0.663	0.937	0.900	0.762	0.999
MT-ATP6	MT-ND4	9606.ENSP00000354632	9606.ENSP00000354961	0.216	0	0	0	0.968	0	0	0.967	0.999
MT-ATP6	MT-ND1	9606.ENSP00000354632	9606.ENSP00000354687	0.254	0	0	0	0.968	0	0	0.965	0.999
MT-ATP8	PPIF	9606.ENSP00000355265	9606.ENSP00000225174	0	0	0	0	0	0	0	0.199	0.199
MT-ATP8	PTCD3	9606.ENSP00000355265	9606.ENSP00000254630	0	0	0	0	0	0	0	0.245	0.245
MT-ATP8	TBRG4	9606.ENSP00000355265	9606.ENSP00000258770	0	0	0	0	0	0	0	0.218	0.218
MT-ATP8	SDHA	9606.ENSP00000355265	9606.ENSP00000264932	0	0	0	0	0	0	0	0.309	0.309
MT-ATP8	VDAC1	9606.ENSP00000355265	9606.ENSP00000265333	0	0	0	0	0	0	0	0.241	0.240
MT-ATP8	UQCRFS1	9606.ENSP00000355265	9606.ENSP00000306397	0	0	0	0	0.054	0	0	0.280	0.289
MT-ATP8	CYCS	9606.ENSP00000355265	9606.ENSP00000307786	0	0	0	0	0	0	0	0.302	0.302
MT-ATP8	PDE12	9606.ENSP00000355265	9606.ENSP00000309142	0	0	0	0	0	0	0	0.306	0.306
MT-ATP8	C10orf2	9606.ENSP00000355265	9606.ENSP00000309595	0	0	0	0	0	0	0	0.289	0.289
MT-ATP8	TMEM70	9606.ENSP00000355265	9606.ENSP00000312599	0	0	0	0	0	0	0	0.767	0.767
MT-ATP8	METAP1D	9606.ENSP00000355265	9606.ENSP00000315152	0	0	0	0	0	0	0	0.170	0.170
MT-ATP8	CYC1	9606.ENSP00000355265	9606.ENSP00000317159	0	0	0	0	0.045	0	0	0.184	0.188
MT-ATP8	TUFM	9606.ENSP00000355265	9606.ENSP00000322439	0	0	0	0	0	0	0	0.171	0.171
MT-ATP8	MRPL12	9606.ENSP00000355265	9606.ENSP00000333837	0	0	0	0	0	0	0	0.207	0.207
MT-ATP8	ELAC2	9606.ENSP00000355265	9606.ENSP00000337445	0	0	0	0	0	0	0	0.369	0.369
MT-ATP8	NDUFA4	9606.ENSP00000355265	9606.ENSP00000339720	0	0	0	0	0.087	0	0	0.139	0.181
MT-ATP8	AURKAIP1	9606.ENSP00000355265	9606.ENSP00000342676	0	0	0	0	0	0	0	0.191	0.191
MT-ATP8	NDUFV3	9606.ENSP00000355265	9606.ENSP00000346196	0	0	0	0	0.096	0	0	0.362	0.398
MT-ATP8	SLC25A29	9606.ENSP00000355265	9606.ENSP00000352167	0	0	0	0	0	0	0	0.150	0.150
MT-ATP8	MT-CO1	9606.ENSP00000355265	9606.ENSP00000354499	0	0	0	0	0.427	0	0	0.856	0.913
MT-ATP8	MT-CYB	9606.ENSP00000355265	9606.ENSP00000354554	0	0	0	0	0.408	0	0	0.876	0.923
MT-ATP8	MT-ATP6	9606.ENSP00000355265	9606.ENSP00000354632	0	0	0	0	0.500	0.788	0.900	0.979	0.999
MT-ATP8	MT-ND6	9606.ENSP00000355265	9606.ENSP00000354665	0	0	0	0	0.382	0	0	0.913	0.944
MT-ATP8	MT-ND1	9606.ENSP00000355265	9606.ENSP00000354687	0	0	0	0	0.435	0	0	0.908	0.945
MT-ATP8	MT-ND4L	9606.ENSP00000355265	9606.ENSP00000354728	0	0	0	0	0.780	0	0	0.916	0.980
MT-ATP8	MT-ND5	9606.ENSP00000355265	9606.ENSP00000354813	0	0	0	0	0.492	0	0	0.873	0.932
MT-ATP8	MT-CO2	9606.ENSP00000355265	9606.ENSP00000354876	0	0	0	0	0.402	0	0	0.807	0.880
MT-ATP8	MT-ND4	9606.ENSP00000355265	9606.ENSP00000354961	0	0	0	0	0.427	0	0	0.913	0.948
MT-ATP8	MT-CO3	9606.ENSP00000355265	9606.ENSP00000354982	0	0	0	0	0.364	0	0	0.857	0.905
MT-ATP8	MT-ND2	9606.ENSP00000355265	9606.ENSP00000355046	0	0	0	0	0.566	0	0	0.906	0.957
MT-ATP8	MT-ND3	9606.ENSP00000355265	9606.ENSP00000355206	0	0	0	0	0.452	0	0	0.912	0.949
MT-ATP8	UQCRQ	9606.ENSP00000355265	9606.ENSP00000367939	0	0	0	0	0.073	0	0	0.125	0.154
MT-ATP8	TOMM20	9606.ENSP00000355265	9606.ENSP00000355566	0	0	0	0	0	0	0	0.173	0.173
MT-ATP8	SDHAF1	9606.ENSP00000355265	9606.ENSP00000368165	0	0	0	0	0	0	0	0.200	0.200
MT-ATP8	TRUB2	9606.ENSP00000355265	9606.ENSP00000361982	0	0	0	0	0	0	0	0.214	0.214
MT-ATP8	BCS1L	9606.ENSP00000355265	9606.ENSP00000413908	0	0	0	0	0.087	0	0	0.204	0.242
MT-ATP8	SDHD	9606.ENSP00000355265	9606.ENSP00000364699	0	0	0	0	0.053	0	0	0.324	0.332
MT-ATP8	OXA1L	9606.ENSP00000355265	9606.ENSP00000483491	0	0	0	0	0	0	0	0.334	0.334
MT-ATP8	COX4I1	9606.ENSP00000355265	9606.ENSP00000457513	0	0	0	0	0.071	0	0	0.330	0.351
MT-ATP8	ATPAF1	9606.ENSP00000355265	9606.ENSP00000460964	0	0	0	0	0	0	0	0.535	0.535
MT-ATP8	ATP5A1	9606.ENSP00000355265	9606.ENSP00000381736	0	0	0	0	0.094	0.855	0.900	0.341	0.990
MT-CO1	TXN2	9606.ENSP00000354499	9606.ENSP00000216185	0	0	0	0	0.079	0	0	0.177	0.209
MT-CO1	ACO2	9606.ENSP00000354499	9606.ENSP00000216254	0	0	0	0	0.062	0	0	0.365	0.379
MT-CO1	PPIF	9606.ENSP00000354499	9606.ENSP00000225174	0	0	0	0	0	0	0	0.307	0.307
MT-CO1	SLC25A11	9606.ENSP00000354499	9606.ENSP00000225665	0	0	0	0	0.077	0.058	0	0.108	0.157
MT-CO1	SLC25A3	9606.ENSP00000354499	9606.ENSP00000228318	0	0	0	0	0.079	0	0	0.198	0.230
MT-CO1	AARS2	9606.ENSP00000354499	9606.ENSP00000244571	0	0	0	0	0.055	0	0	0.273	0.284
MT-CO1	GOT2	9606.ENSP00000354499	9606.ENSP00000245206	0	0	0	0	0.084	0	0	0.155	0.193
MT-CO1	TRAP1	9606.ENSP00000354499	9606.ENSP00000246957	0	0	0	0	0.063	0	0	0.142	0.161
MT-CO1	GFER	9606.ENSP00000354499	9606.ENSP00000248114	0	0	0	0	0	0	0	0.291	0.291
MT-CO1	C12orf65	9606.ENSP00000354499	9606.ENSP00000253233	0	0	0	0	0	0.077	0	0.296	0.322
MT-CO1	PTCD3	9606.ENSP00000354499	9606.ENSP00000254630	0	0	0	0	0.053	0	0	0.367	0.375
MT-CO1	SQRDL	9606.ENSP00000354499	9606.ENSP00000260324	0	0	0	0	0	0	0	0.217	0.217
MT-CO1	DNAJA3	9606.ENSP00000354499	9606.ENSP00000262375	0	0	0	0	0	0	0	0.203	0.203
MT-CO1	SDHA	9606.ENSP00000354499	9606.ENSP00000264932	0	0	0	0	0.230	0.076	0	0.784	0.833
MT-CO1	VDAC1	9606.ENSP00000354499	9606.ENSP00000265333	0	0	0	0	0.082	0	0	0.627	0.643
MT-CO1	CPT1A	9606.ENSP00000354499	9606.ENSP00000265641	0	0	0	0	0	0	0	0.166	0.165
